"gene","Orthogroup","avg_log2FC","cluster_name","source","ref_cluster","query_cluster","species","tissue"
"Potri_012G128600","OG0001930",0.943995503450157,"8","query","Initial cell",8,"oryza_sativa","Root;Leaf"
"Potri_012G142600","OG0002414",0.792012790962105,"8","query","Initial cell",8,"oryza_sativa","Root;Leaf"
"Potri_013G011000","OG0002086",0.764992820566097,"8","query","Initial cell",8,"oryza_sativa","Root;Leaf"
"Potri_013G013600","OG0002592",0.772499484083333,"8","query","Initial cell",8,"oryza_sativa","Root;Leaf"
"Potri_013G027600","OG0002273",0.767388810942685,"8","query","Initial cell",8,"oryza_sativa","Root;Leaf"
"Potri_014G049900","OG0007940",0.770828757841128,"8","query","Initial cell",8,"oryza_sativa","Root;Leaf"
"Potri_014G053300","OG0002599",0.766157782664802,"8","query","Initial cell",8,"oryza_sativa","Root;Leaf"
"Potri_014G094800","OG0000765",2.25339534280167,"8","query","Initial cell",8,"oryza_sativa","Root;Leaf"
"Potri_014G127300","OG0002592",0.904287787847289,"8","query","Initial cell",8,"oryza_sativa","Root;Leaf"
"Potri_014G128800","OG0001929",0.798566101582492,"8","query","Initial cell",8,"oryza_sativa","Root;Leaf"
"Potri_014G191000","OG0001840",0.782158325762951,"8","query","Initial cell",8,"oryza_sativa","Root;Leaf"
"Potri_015G094400","OG0002663",0.834803226250959,"8","query","Initial cell",8,"oryza_sativa","Root;Leaf"
"Potri_016G061100","OG0003312",1.03492599503477,"8","query","Initial cell",8,"oryza_sativa","Root;Leaf"
"Potri_016G079800","OG0001615",0.770303596577961,"8","query","Initial cell",8,"oryza_sativa","Root;Leaf"
"Potri_016G085800","OG0002028",0.769904082395429,"8","query","Initial cell",8,"oryza_sativa","Root;Leaf"
"Potri_017G088600","OG0001923",1.09979010202324,"8","query","Initial cell",8,"oryza_sativa","Root;Leaf"
"Potri_017G092200","OG0002966",0.853258516563133,"8","query","Initial cell",8,"oryza_sativa","Root;Leaf"
"Potri_017G100800","OG0002156",0.774216999898818,"8","query","Initial cell",8,"oryza_sativa","Root;Leaf"
"Potri_017G115400","OG0001801",0.86089785209861,"8","query","Initial cell",8,"oryza_sativa","Root;Leaf"
"Potri_017G140800","OG0001634",0.82033338846392,"8","query","Initial cell",8,"oryza_sativa","Root;Leaf"
"Potri_019G057000","OG0004054",0.780108393611596,"8","query","Initial cell",8,"oryza_sativa","Root;Leaf"
"Potri_019G099000","OG0002567",0.925011557109292,"8","query","Initial cell",8,"oryza_sativa","Root;Leaf"
"Os01g0839900","OG0010141",1.44001513892044,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os01g0191100","OG0001753",1.3887328367016,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os03g0154700","OG0002034",1.33250857878133,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os02g0814700","OG0001602",1.2806682691265,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os03g0424800","OG0002966",1.24641245061757,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os08g0116500","OG0002545",1.2230327141074,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os02g0622300","OG0002863",1.22162670326312,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os05g0459900","OG0002414",1.21601282196232,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os03g0598800","OG0002829",1.20949941451693,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os03g0141000","OG0003312",1.20250782542003,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os03g0139100","OG0001602",1.18756340314624,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os04g0430100","OG0002830",1.18363952037659,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os06g0555400","OG0002518",1.17799456336686,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os01g0679700","OG0001869",1.15678723711895,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os05g0155100","OG0002592",1.14947418526157,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os01g0896700","OG0002567",1.14274074007585,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os03g0794700","OG0003259",1.14106937059321,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os04g0349500","OG0001937",1.13426842785993,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os10g0563700","OG0007940",1.13311155101828,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os09g0501200","OG0001840",1.13037397926248,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os11g0433900","OG0003282",1.12639032426561,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os03g0337800","OG0001634",1.12352802803761,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os05g0160200","OG0002753",1.11352418053319,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os03g0408300","OG0003090",1.10203290985047,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os08g0559200","OG0002158",1.0981877717296,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os08g0530200","OG0002663",1.09409670938201,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os05g0477300","OG0004054",1.09311827148149,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os07g0546700","OG0003282",1.09029085395215,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os03g0424500","OG0002966",1.08328749716396,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os01g0834500","OG0002028",1.0827346982718,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os12g0567700","OG0002814",1.08073048638724,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os08g0234000","OG0000695",1.07330326942099,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os10g0465800","OG0003312",1.07271774668129,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os07g0208000","OG0001506",1.06310032693351,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os01g0276000","OG0002494",1.06241873618593,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os07g0622100","OG0001458",1.06085317143004,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os03g0200500","OG0002691",1.05937700797475,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os11g0602600","OG0002034",1.05387289878273,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os04g0253000","OG0000559",1.05167491685448,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os02g0321900","OG0001825",1.04732821197349,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os11g0602500","OG0002034",1.04721108817873,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os07g0150200","OG0002178",1.04694362148996,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os11g0127900","OG0002913",1.04676640901556,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os10g0170200","OG0001953",1.0442313750228,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os03g0576700","OG0002273",1.04197315295819,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os11g0482000","OG0003479",1.03841156177521,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os01g0328400","OG0002753",1.03671688603958,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os09g0507800","OG0002156",1.03361194144543,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os08g0130500","OG0003973",1.02923953274411,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os08g0326400","OG0002156",1.02808523608025,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os03g0798600","OG0002803",1.02323669246993,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os08g0128500","OG0003269",1.02144209664272,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os03g0234200","OG0000811",1.01587746345705,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os08g0117300","OG0001930",1.01462031228166,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os10g0466700","OG0001602",1.01419841117318,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os01g0815800","OG0002631",1.00091276747716,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os02g0503400","OG0002310",0.999242472956436,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os03g0756000","OG0002774",0.997926507318811,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os02g0478600","OG0001506",0.997830636958668,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os02g0797200","OG0003814",0.995240840185436,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os05g0541900","OG0002556",0.99317453773475,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os03g0577000","OG0002506",0.990697987371868,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os09g0485900","OG0002674",0.989523180138789,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os04g0613600","OG0002599",0.983110900647139,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os09g0258600","OG0002663",0.981998747116317,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os02g0111700","OG0003269",0.979170430393806,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os09g0568800","OG0002158",0.976022249622921,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os02g0105900","OG0002086",0.975663848589518,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os08g0156800","OG0001849",0.966121456324948,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os06g0701400","OG0011202",0.965365775312873,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os10g0411700","OG0003125",0.963329228060595,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os11g0155900","OG0000052",0.95681529235148,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os02g0821200","OG0002556",0.946711724293231,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os03g0818400","OG0002028",0.946070942125889,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os12g0124200","OG0002913",0.944282667250085,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os04g0501000","OG0001615",0.943331150392123,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os04g0413600","OG0001925",0.936501554474444,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os04g0376000","OG0002310",0.933728213372024,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os10g0564300","OG0003485",0.932523655671061,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os02g0284600","OG0003485",0.931151560341348,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os04g0473400","OG0002708",0.930886046939533,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os03g0297100","OG0001801",0.928256506347048,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os10g0411800","OG0003171",0.922363505221333,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os03g0799000","OG0000559",0.915675247040261,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os11g0168200","OG0001653",0.915300025658159,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os08g0129200","OG0001031",0.915145448166735,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os05g0556900","OG0001821",0.913952350132537,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os04g0598200","OG0002508",0.902764189421945,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os02g0699600","OG0002508",0.900905412587226,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os06g0181566","OG0003814",0.900480960045147,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os12g0167900","OG0001653",0.897463198841674,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os05g0490100","OG0002494",0.896495021226074,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os03g0807800","OG0003453",0.893728180838388,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os03g0343500","OG0001929",0.892274309148207,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os03g0345200","OG0002916",0.891281008084262,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os05g0486700","OG0002631",0.888129338895014,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os04g0515300","OG0002863",0.881068238300045,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os02g0534800","OG0001925",0.872847842946793,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os05g0557000","OG0001869",0.863619532993289,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os02g0175600","OG0003090",0.860167352606765,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os02g0287000","OG0002691",0.858736678056547,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os12g0150100","OG0003177",0.857971805124017,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os05g0445500","OG0001753",0.857492804539549,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os01g0962600","OG0002830",0.854877796616362,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os07g0674200","OG0001929",0.843588251151593,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os07g0229900","OG0002178",0.826996953493593,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os02g0785800","OG0001821",0.826249848400302,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os04g0605900","OG0000695",0.825797937243084,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os02g0162500","OG0001925",0.825654595553782,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os12g0530000","OG0002013",0.822195103708801,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os07g0549900","OG0000127",0.816706612241672,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os02g0618250","OG0008087",0.814920816512726,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os03g0390000","OG0001458",0.809363311674277,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os03g0743400","OG0001026",0.808074560392224,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os01g0153300","OG0000088",0.805765035547235,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os02g0591700","OG0002708",0.805220325717151,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os01g0153100","OG0000088",0.796322393392909,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os03g0241200","OG0006316",0.793834308981388,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os07g0180900","OG0003067",0.790169385449254,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os01g0752300","OG0001771",0.785668771188022,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os05g0346300","OG0001801",0.782749187261546,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os02g0815000","OG0003269",0.775025337120408,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os07g0613200","OG0003090",0.772987993870929,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os02g0229000","OG0002518",0.772486468046799,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os08g0436800","OG0001849",0.772041207043885,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os10g0539500","OG0000127",0.771573829059439,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os01g0348700","OG0001615",0.771179494999398,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os07g0616600","OG0002759",0.761214643647473,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os01g0723200","OG0002518",0.758524396492889,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os05g0565000","OG0001771",0.755648950232696,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os04g0419600","OG0000052",0.746145434494253,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os11g0151300","OG0003177",0.743206134566836,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os05g0207300","OG0001861",0.742126889549315,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os02g0103700","OG0002674",0.741858397028432,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os05g0597100","OG0001757",0.738728386233605,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os01g0231700","OG0011202",0.736224400929139,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os01g0205500","OG0001861",0.723759221919318,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os02g0489400","OG0001937",0.721708898074587,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os10g0418000","OG0001026",0.719348879710196,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os01g0916600","OG0000910",0.717432613527809,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os06g0115500","OG0002273",0.715865301582984,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Os01g0835900","OG0000127",0.710413702656695,"Mesophyll precursor/Root endodermis","reference","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Potri_001G016900","OG0000052",2.95774093398373,"1","query","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Potri_001G046600","OG0002178",1.44739112341715,"1","query","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Potri_001G118100","OG0001506",1.46798649761538,"1","query","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Potri_001G156100","OG0002829",1.63307146382372,"1","query","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Potri_001G164000","OG0002759",1.30653729510177,"1","query","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Potri_001G194000","OG0002556",1.28278822119033,"1","query","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Potri_001G262100","OG0001937",1.15924767331294,"1","query","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Potri_001G271500","OG0002708",1.42539299253216,"1","query","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Potri_001G304700","OG0002913",1.4097116773434,"1","query","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Potri_001G314500","OG0002774",1.16027889110888,"1","query","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Potri_001G342500","OG0003485",1.22261281548933,"1","query","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Potri_001G353900","OG0001840",1.22928156434808,"1","query","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Potri_001G453900","OG0002674",1.26730951330124,"1","query","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Potri_001G454000","OG0002674",1.18990810446605,"1","query","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Potri_002G028800","OG0000052",2.91861319978958,"1","query","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Potri_002G035700","OG0002863",1.34275226868963,"1","query","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Potri_002G051300","OG0003259",1.22556698374428,"1","query","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
"Potri_002G057600","OG0001771",1.66633072211417,"1","query","Mesophyll precursor/Root endodermis",1,"oryza_sativa","Root;Leaf"
